Rank,Traditional,Simplified,Pinyin,Meaning
2557,故宮,故宫,gùgōng,"former imperial palace, National Palace Museum, Palace Museum"
2558,傑出,杰出,jiéchū,"excel at, exceed, shine at, outstanding, stand_out"
2559,窗,窗,chuāng,"winnock, aspect, window, casement"
2560,說明,说明,shuōmíng,"explanation, illustration, show"
2561,糧食,粮食,liángshí,"victuals, victualage, provisions, nutrient, ration, sustentation, provision, provender, food, purveyance, sustenance, foodstuff, commissariat, cereals, bread, viands, grain"
2562,固然,固然,gùrán,"conj.: though, although"
2563,變遷,变迁,biànqiān,"vicissitudinary, change"
2564,變遷,变迁,biànqiān,"vicissitudinary, change"
2565,議題,议题,yìtí,"item on the agenda, head, question, topic for discussion, topic for/under discussion, topic under discussion, subject under discussion, under discussion, topic for"
2566,凡,凡,fán,conj.: whatever
2567,太多,太多,tàiduō,det.: a lot of
2568,民俗,民俗,mínsú,"folklore, folk, folk custom, folkways"
2569,唱片,唱片,chàngpiàn,"pressing, waxing, cut, disc, phonogram, phonograph record, record, disk, wax, phonorecord, platter, recording, gramophone record, phonograph recording"
2570,實驗,实验,shíyàn,"test, experiment"
2571,處於,处于,chǔyū,"go, be in, be (in a certain condition)"
2572,效益,效益,xiàoyì,"beneficial result, benefit"
2573,古典,古典,gǔdiǎn,classical
2574,構想,构想,gòuxiǎng,proposition
2575,期望,期望,qíwàng,expect/hope earnestly
2576,推薦,推荐,tuījiàn,recommend
2577,收集,收集,shōují,"collect, gather"
2578,推薦,推荐,tuījiàn,recommend
2579,命,命,mìng,"life, lot, fate, destiny"
2580,車輛,车辆,chēliàng,"voiture, vehicular traffic, vehicle, cars, vehicle traffic, car, vehicles, carriage, rolling_stock, equipment"
2581,收集,收集,shōují,"collect, gather"
2582,實踐,实践,shíjiàn,practice
2583,商人,商人,shāngrén,"merchandiser, trader, businessman, merchant, monger, trafficker, chapman, dealer, cit, merchantman, tradespeople, merchantry, bargainer, man of affairs"
2584,華航,华航,huáháng,China Airlines
2585,頭髮,头发,tóufǎ,"barba, chevelure, lock, head of hair, hair, tress, mane, hair (on human head)"
2586,實踐,实践,shíjiàn,practice
2587,描述,描述,miáoshù,describe
2588,潮流,潮流,cháoliú,"stream, tidal flow, tidal_current, tideway, trend, movement, wind, sea, fashion, tide, tidal current"
2589,若干,若干,ruògān,"det.: a certain number, how many"
2590,方,方,fāng,"just, only just/then"
2591,台灣人,台湾人,táiwānrén,Taiwanese
2592,領袖,领袖,lǐngxiù,"foreman, leader, head, guru, cob, doyen, cacique, Duce, duce, gaffer, chief, boss, soul, sovereign, honcho"
2593,眾多,众多,zhòngduō,"multitudinous, numerous"
2594,故意,故意,gùyì,"purposive, deliberate, willful, intentional"
2595,和諧,和谐,héxié,"harmonious, concordant"
2596,和諧,和谐,héxié,"harmonious, concordant"
2597,取締,取缔,qǔdì,"ban (publication old custom etc.), punish violator"
2598,取締,取缔,qǔdì,"ban (publication old custom etc.), punish violator"
2599,抽,抽,chōu,"lash, whip, thrash"
2600,大地,大地,dàdì,"terra_firma, mother earth, mold, earth, soli"
2601,大門,大门,dàmén,"barndoor, portal, main entrance, front_door, gate, door, entry, main door/gate, front door, main entrance/door/gate, entrance"
2602,追,追,zhuī,"reminiscence, to pursue, course, reminisce, trace, chase after, recall, follow, chase, pursue, go after, to chase after, look into, pursuit, heel, chevy, find out, get to the bottom of, seek, run after"
2603,性別,性别,xìngbié,"sexuality, grammatical gender, sexual distinction, sex, gender"
2604,邀,邀,yāo,invite
2605,入學,入学,rùxué,"enter a school, enrol, college, enter school, enter, start school, matriculate, enter college"
2606,傷害,伤害,shānghài,"injure, harm"
2607,更新,更新,gēngxīn,"renew, replace"
2608,呈,呈,chéng,"assume (form, color, etc.)"
2609,更新,更新,gēngxīn,"renew, replace"
2610,中學,中学,zhōngxué,"middle_school, grammar_school, secondary school, Ch. learning, middle school, high_school, grammar school"
2611,吳,吴,wú,"Wu, Wu Kingdom (222-280), a leading authority on Ming history, Wu Kingdom, southern Jiangsu and northern Zhejiang, Zhou period state, Surname"
2612,保障,保障,bǎozhàng,"ensure, guarantee, safeguard"
2613,書籍,书籍,shūjí,"volume, page, classic, books, fascicule, works, literature"
2614,四周,四周,sìzhōu,"all around, fringe, surrounding, periphery, environment, outer boundary, on all sides, on every side, vicinity"
2615,客觀,客观,kèguān,objective
2616,戶,户,hù,m.[general]
2617,檢驗,检验,jiǎnyàn,"test, examine, inspect"
2618,蒐集,蒐集,sōují,"collect, gather"
2619,蒐集,蒐集,sōují,"collect, gather"
2620,檢驗,检验,jiǎnyàn,"test, examine, inspect"
2621,獨特,独特,dútè,"special, distinctive, unique"
2622,無奈,无奈,wúnài,be helpless
2623,肉,肉,ròu,"pulp, chilli, cabobs, meat, lobscouse, paella, meaty, fleshy, flesh, marmite"
2624,無限,无限,wúxiàn,"infinite, limitless"
2625,觀賞,观赏,guānshǎng,"enjoy sight of, see and enjoy"
2626,觀賞,观赏,guānshǎng,"enjoy sight of, see and enjoy"
2627,可能性,可能性,kěnéngxìng,"possible action, chance, potentiality, likelihood, probability, expectation, contingency, potential, opening, odds, eventuality, expectancy, possibility, feasibleness, capability, capableness, presumption, likeliness, possible, feasibility"
2628,無奈,无奈,wúnài,be helpless
2629,現代人,现代人,xiàndàirén,"contemporary, neoteric, modernist, modern man, Homo sapiens sapiens, modern"
2630,情勢,情势,qíngshì,"aspect, things, appearance, terrain, topographical features, trend of events, circumstances, situation, plight, swim, regime"
2631,推展,推展,tuīzhǎn,expand
2632,推展,推展,tuīzhǎn,expand
2633,師大,师大,shīdà,"normal university, National Taiwan Normal University"
2634,宣布,宣布,xuānbù,"declare, proclaim, announce"
2635,律師,律师,lùshī,"scribe, counsellor, advocate, gown, avocat, solicitor, barrister, lawyer, counsel, jurist, counselor, counselor-at-law, attorney"
2636,宣布,宣布,xuānbù,"declare, proclaim, announce"
2637,波斯灣,波斯湾,pōsīwān,Persian Gulf
2638,飲食,饮食,yǐnshí,"dietetic, fare, food and drink, trencher, refection, diet"
2639,睡覺,睡觉,shuìjiào,"turn_in, log Z's, doss, slumber, catch some Z's, go to bed, sleep, doss down, crash, go_to_sleep, hit_the_sack, kip"
2640,空,空,kòng,"free, with spare time"
2641,聯合,联合,liánhé,"unite, ally"
2642,可見,可见,kějiàn,therefore
2643,訪,访,fǎng,"see, visit, pay a visit, seek by search, try to get, search, call on, seek by inquiry/search, seek by inquiry or search, seek by inquiry"
2644,電力,电力,diànlì,"electrical line of force, electrical energy, power, electricity, potential, electric power"
2645,失望,失望,shīwàng,"become disappointed, lose (hope/faith)"
2646,鄉,乡,xiāng,"home village/town, country, countryside, native place, rural area, town, village, township (under county), township, country(side), home village, hamlet, home town"
2647,旅館,旅馆,lǔguǎn,"gasthaus, caravanserai, nonresident, roadhouse, hotel, lodge, hostler, hostel, fonda, ordinary, inn, hostelry"
2648,政黨,政党,zhèngdǎng,political party
2649,取消,取消,qǔxiāo,"cancel, abolish, nullify"
2650,地面,地面,dìmiàn,"(earth's) surface, ground, floor, region"
2651,防止,防止,fángzhǐ,"estop, guard against, preclude, prevention, inhibit, avoidance, help, cumber, prevent, forbid, prohibit, obviate, restrain, deter, avoid, head_off, debar, guard, help oneself, ward_off, constrain, ward, encumber, avert, ward off, disenable, forfend, shield, countercheck, forestall, keep_from, foreclose"
2652,取消,取消,qǔxiāo,"cancel, abolish, nullify"
2653,言論,言论,yánlùn,"lecture, open discussion, talking to, speech"
2654,差別,差别,chābié,"disparity, contrast, difference, discrepancy, differentiation, distinction, differential"
2655,失望,失望,shīwàng,"become disappointed, lose (hope/faith)"
2656,建造,建造,jiànzào,"build, construct, make"
2657,代價,代价,dàijià,"reward, cost, cost (of doing sth.), forfeit, expense, damage, wages, payoff, terms, toll, price, wage"
2658,戴,戴,dài,"wear, put on (of accessories)"
2659,跟,跟,gēn,follow
2660,常見,常见,chángjiàn,commonly seen
2661,房地產,房地产,fángdìchǎn,"blockbuster, real estate, realty, real_estate, real property, property"
2662,食品,食品,shípǐn,"menu, vivers, viand, chow, eatable, provisions, tuck, foodstuff, viands, nourishment, comestible, tack, nutrient, victual, food, grocery, victualage, cuisine"
2663,個別,个别,gèbié,"specifically, very few, specific, one or two exceptional, individual, exceptional"
2664,建造,建造,jiànzào,"build, construct, make"
2665,來賓,来宾,láibīn,"guest, visitant, invitee, visitor"
2666,重複,重复,chóngfù,"repeat, duplicate"
2667,兼,兼,jiān,"hold two or more jobs concurrently, do concurrently"
2668,意外,意外,yìwài,"accident, mishap"
2669,秒,秒,miǎo,"chronograph, m.[standard], ,s, sec, second"
2670,全體,全体,quántǐ,"great, entirety, general, ensemble, altogether, collectivity, entire, totality, whole body, whole, all, pie, crew, be-all, plenary assembly, en_bloc, wholeness, gamut"
2671,方,方,fāng,"direction, place, region"
2672,沒想到,没想到,méixiǎngdào,unexpectedly
2673,足以,足以,zúyǐ,sufficient/enough to
2674,損失,损失,sǔnshī,loss
2675,當場,当场,dāngcháng,"on the spot, then and there"
2676,舒服,舒服,shūfú,comfortable
2677,憑,凭,píng,"based on, according to"
2678,手術,手术,shǒushù,operation
2679,之內,之内,zhīnèi,"inside of, among, within"
2680,信任,信任,xìnrèn,"trust, have confidence in"
2681,血,血,xiě,"claret, blood, hematic, lifeline, lifeblood, sap"
2682,信任,信任,xìnrèn,"trust, have confidence in"
2683,公務員,公务员,gōngwùyuán,"jobholder, servant, public_servant, official, government official worker, functionary, government employee, public servant, officeholder, officialdom, officer, orderly, civil servant, government officials"
2684,浪漫,浪漫,làngmàn,"dissolute, debauched, romantic"
2685,浪漫,浪漫,làngmàn,"dissolute, debauched, romantic"
2686,業界,业界,yèjiè,business circles
2687,棟,栋,dòng,"ridgepole, m.[general],"
2688,暴力,暴力,bàolì,"violence, force"
2689,腿,腿,tuǐ,"ham, a leg-like support, underpinning, thigh, gamb, shank, supporter, leg"
2690,充實,充实,chōngshí,"substantiate, enrich, replenish"
2691,公會,公会,gōnghuì,"gild, trade association, consortia, lodge, club, order, governance, professional club, organisation, corporation, professional association, fellowship, consortium, establishment, organization, administration, society, trade council, guild, brass"
2692,也就是說,也就是说,yějiùshìshuō,i.e.
2693,升級,升级,shēngjí,"upgrade, go up (in grade/etc.), escalate"
2694,升級,升级,shēngjí,"upgrade, go up (in grade/etc.), escalate"
2695,指示,指示,zhǐshì,"indicate, point out, instruct"
2696,充實,充实,chōngshí,"substantiate, enrich, replenish"
2697,古蹟,古蹟,gǔjī,"antiquity, high spot, national monument"
2698,還,还,hái,"even/still more, in addition, passably, fairly, even"
2699,緊急,紧急,jǐnjí,"urgent, critical"
2700,創業,创业,chuàngyè,"start undertaking, do pioneering work"
2701,新竹市,新竹市,xīnzhúshì,Hsin Chu(city in Taiwan)
2702,創業,创业,chuàngyè,"start undertaking, do pioneering work"
2703,裡頭,里头,lǐtóu,"inside, interior"
2704,基因,基因,jīyīn,gene
2705,崇拜,崇拜,chóngbài,"worship, adore"
2706,崇拜,崇拜,chóngbài,"worship, adore"
2707,風景,风景,fēngjǐng,"view, aspect, vista, panorama, scenery, prospect, scene, sight, landscape"
2708,也好,也好,yěhǎo,"particle: showing hesitant acceptance; (in ~也好, ~也好/罷) showing the acceptance or introduction of choices"
2709,日期,日期,rìqí,"calendar, when, date"
2710,佛教,佛教,fójiào,"Bodhisattva, Buddhist religion, Buddhism"
2711,一一,一一,yīyī,"one_by_one, one after another, one at a time, one by one"
2712,當局,当局,dāngjú,"authorities, (appropriate, concerned) authorities, authority, (appropriate/concerned) authorities, authorization"
2713,進,进,jìn,"receive, eat, drink, take, introduce"
2714,格式,格式,géshì,"pattern, form, a style, a format, etiquette, format, style, the form of characters or letters"
2715,北部,北部,běibù,"the north, the northern part of the country, northern part"
2716,吸食,吸食,xīshí,"suck, take in (liquids/narcotics/etc)"
2717,天天,天天,tiāntiān,"everyday, every_day, daily, every day, each day"
2718,現況,现况,xiànkuàng,current situation
2719,紙,纸,zhǐ,paper
2720,貨,货,huò,"commodity, idiot, money, blockhead, loading, goods"
2721,相反,相反,xiāngfǎn,"offending, adverse, opposite, converse, opposite, contrary, oppose, reverse"
2722,按照,按照,ànzhào,"according to, in the light of, on the basis of"
2723,特,特,tè,"unusual, special, extraordinarily"
2724,吸食,吸食,xīshí,"suck, take in (liquids/narcotics/etc)"
2725,見面,见面,jiànmiàn,"meet, see"
2726,見面,见面,jiànmiàn,"meet, see"
2727,發動,发动,fādòng,"start, launch, mobilize, arouse"
2728,公頃,公顷,gōngqīng,m.[standard]
2729,主機,主机,zhǔjī,"leader, lead plane, mainframe computer, host, server, mainframe, main engine"
2730,隨便,随便,suíbiàn,"informal, willful, do as one pleases, wanton, casual, random, careless"
2731,資本,资本,zīběn,"capitalization, principal, principal sum, finance, sth. capitalized on, corpus, working capital, capital"
2732,發動,发动,fādòng,"start, launch, mobilize, arouse"
2733,裝,装,zhuāng,"install, fit, assemble, load, pack, hold"
